Production Model,Version,Defect Type,Defect Observation Area,QA Worker,Shift Time,Component Category,Fixture ID,Inspection Week,Production Order Priority
Model 595130-195,02,missing/unknown,Production Line 2,Alaine,Afternoon,Capacitor,FX-017,2025-W34,Medium
Model 595204-792,01,solder void,Production Line 3,Zoya,Morning,Resistor,FX-018,2025-W15,High
Model 595130-195,02,reversed component,QA Inspection Station,Daysha,Afternoon,Capacitor,FX-009,2025-W25,Medium
Model 595242-854,02,component broken,Production Line 3,Geofrey,Afternoon,Capacitor,FX-030,2025-W35,Low
Model 595204-792,05,damaged/ lifted pad,Production Line 3,Darci,Afternoon,Connector,FX-037,2025-W39,High
Model 595204-792,01,component misalignment,Production Line 2,Davonte,Night,Diode,FX-027,2025-W42,Medium
Model 595130-195,01,missing component,Production Line 2,Zoya,Night,Connector,FX-030,2025-W25,Medium
Model 595130-195,04,component misalignment,Unknown,Sloane,Afternoon,Capacitor,FX-015,2025-W47,High
Model 595130-195,04,missing/unknown,Production Line 2,Sloane,Night,Capacitor,FX-037,2025-W22,Medium
Model 595130-195,02,pin damaged,Production Line 2,Darci,Afternoon,Capacitor,FX-004,2025-W03,Medium
Model 595214-125,01,solder bridge,Production Line 2,Xiang Liang,Morning,Connector,FX-048,2025-W09,High
Model 595214-125,01,pin hole,Unknown,Xiang Liang,Afternoon,Resistor,FX-008,2025-W43,Low
Model 595858-658,05,component misalignment,QA Inspection Station,Alaine,Night,Capacitor,FX-028,2025-W27,High
Model 595214-125,04,bad modules,Final Assembly Line,Davonte,Afternoon,Diode,FX-048,2025-W05,Medium
Model 595130-195,04,long terminals,Production Line 3,Sloane,Night,Transistor,FX-017,2025-W40,Low
Model 595242-854,01,component broken,Production Line 1,Leena,Night,Transistor,FX-041,2025-W27,High
Model 595214-125,03,component height/titled,Unknown,Mel,Night,Connector,FX-031,2025-W42,High
Model 595532-132,05,damaged/ lifted pad,QA Inspection Station,Tristian,Afternoon,Connector,FX-028,2025-W35,Medium
Model 595858-658,01,component misalignment,QA Inspection Station,Tristian,Night,Transistor,FX-007,2025-W25,Medium
Model 595130-195,01,component misalignment,QA Inspection Station,Xiang Liang,Morning,Capacitor,FX-049,2025-W17,Low
Model 595214-125,04,component height/titled,Production Line 1,Xiang Liang,Afternoon,Resistor,FX-041,2025-W25,High
Model 595532-132,01,long terminals,Production Line 3,Sloane,Night,Resistor,FX-033,2025-W52,Medium
Model 595130-195,02,missing/unknown,Production Line 3,Tristian,Morning,Resistor,FX-029,2025-W39,High
Model 595859-381,01,damaged/ lifted pad,Production Line 3,Alaine,Night,Diode,FX-008,2025-W41,High
Model 595242-854,02,lifted component,QA Inspection Station,Alaine,Afternoon,Connector,FX-005,2025-W29,High
Model 595189-704,02,component misalignment,Unknown,Zoya,Afternoon,Capacitor,FX-016,2025-W20,Medium
Model 595130-195,02,no property assembled,QA Inspection Station,Tristian,Night,Connector,FX-050,2025-W42,High
Model 595214-125,03,component height/titled,Production Line 2,Daysha,Afternoon,Capacitor,FX-046,2025-W13,Low
Model 595189-704,04,insufficient solder,Unknown,Geofrey,Afternoon,Transistor,FX-006,2025-W08,Medium
Model 595242-854,02,lifted component,Production Line 1,Davonte,Night,Transistor,FX-029,2025-W20,Medium
Model 595242-854,03,lifted component,Final Assembly Line,Davonte,Night,Resistor,FX-019,2025-W27,Low
Model 595214-125,04,reversed component,QA Inspection Station,Xiang Liang,Afternoon,Capacitor,FX-034,2025-W45,Medium
Model 595130-195,04,missing component,Production Line 3,Davonte,Night,Capacitor,FX-012,2025-W29,High
Model 595214-125,02,solder bridge,Unknown,Daysha,Night,Diode,FX-044,2025-W30,High
Model 595214-125,04,excessive solder,Unknown,Geofrey,Morning,Connector,FX-028,2025-W15,Low
Model 595130-195,01,missing/unknown,Production Line 2,Geofrey,Night,Connector,FX-007,2025-W32,Low
Model 595242-854,01,lifted component,Unknown,Sloane,Morning,Resistor,FX-042,2025-W24,Medium
Model 595323-328,05,defective component,Production Line 2,Sloane,Afternoon,Capacitor,FX-001,2025-W29,Medium
Model 595214-125,04,excessive solder,Production Line 1,Xiang Liang,Morning,Resistor,FX-001,2025-W22,High
Model 595859-381,03,wrong configuration,Production Line 1,Sloane,Night,Capacitor,FX-018,2025-W29,Medium
Model 595130-195,03,missing component,Production Line 3,Alaine,Night,Diode,FX-032,2025-W12,Low
Model 595214-125,05,trace open,QA Inspection Station,Mel,Morning,Diode,FX-015,2025-W31,High
Model 595204-792,02,component misalignment,Production Line 2,Mel,Afternoon,Resistor,FX-033,2025-W40,High
Model 595204-792,01,component misalignment,Production Line 2,Alaine,Morning,Connector,FX-049,2025-W01,Low
Model 595859-381,01,reversed component,QA Inspection Station,Alaine,Morning,Transistor,FX-048,2025-W44,High
Model 595242-854,05,solder bridge,QA Inspection Station,Tristian,Morning,Transistor,FX-021,2025-W33,Low
Model 595130-195,01,component misalignment,Production Line 1,Tristian,Night,Resistor,FX-036,2025-W26,High
Model 595532-132,01,solder bridge,Final Assembly Line,Alaine,Morning,Transistor,FX-027,2025-W22,High
Model 595859-381,01,long terminals,Unknown,Alaine,Afternoon,Resistor,FX-029,2025-W10,High
Model 595130-195,04,no property assembled,Production Line 3,Sloane,Afternoon,Connector,FX-023,2025-W28,High
Model 595189-704,01,insufficient solder,Unknown,Sloane,Morning,Diode,FX-025,2025-W32,High
Model 595532-132,05,insufficient solder,Production Line 1,Tristian,Night,Diode,FX-027,2025-W48,High
Model 595214-125,01,reversed component,Final Assembly Line,Daysha,Night,Transistor,FX-023,2025-W14,High
Model 595130-195,02,no property assembled,QA Inspection Station,Daysha,Night,Resistor,FX-016,2025-W37,Medium
Model 595859-381,05,damaged/ lifted pad,Production Line 3,Davonte,Afternoon,Capacitor,FX-020,2025-W43,Low
Model 595323-328,05,component broken,Final Assembly Line,Tristian,Morning,Capacitor,FX-031,2025-W44,Medium
Model 595130-195,01,missing component,Production Line 2,Geofrey,Morning,Connector,FX-001,2025-W35,Medium
Model 595242-854,02,lifted component,Unknown,Xiang Liang,Night,Diode,FX-014,2025-W09,Low
Model 595242-854,04,pin hole,Final Assembly Line,Darci,Morning,Resistor,FX-001,2025-W09,Medium
Model 595323-328,01,damaged/ lifted pad,Production Line 2,Alaine,Night,Diode,FX-033,2025-W28,High
Model 595130-195,04,missing component,Production Line 3,Leena,Night,Resistor,FX-008,2025-W44,Low
Model 595130-195,03,missing/unknown,Production Line 3,Tristian,Morning,Transistor,FX-018,2025-W15,High
Model 595323-328,04,damaged/ lifted pad,Final Assembly Line,Davonte,Morning,Resistor,FX-038,2025-W36,Low
Model 595242-854,03,solder bridge,Unknown,Tristian,Night,Diode,FX-007,2025-W16,High
Model 595532-132,02,insufficient solder,Production Line 3,Daysha,Night,Capacitor,FX-040,2025-W40,High
Model 595130-195,01,component misalignment,QA Inspection Station,Xiang Liang,Afternoon,Capacitor,FX-015,2025-W17,High
Model 595130-195,01,component broken,Production Line 1,Xiang Liang,Afternoon,Capacitor,FX-006,2025-W21,High
Model 595130-195,05,missing component,Unknown,Daysha,Morning,Connector,FX-015,2025-W23,Medium
Model 595204-792,02,pin damaged,Unknown,Darci,Afternoon,Resistor,FX-045,2025-W52,High
Model 595214-125,03,insufficient solder,Unknown,Xiang Liang,Night,Resistor,FX-039,2025-W02,High
Model 595214-125,03,excessive solder,Production Line 2,Leena,Morning,Connector,FX-007,2025-W42,Medium
Model 595532-132,03,no property assembled,Unknown,Geofrey,Night,Capacitor,FX-021,2025-W13,High
Model 595214-125,04,solder bridge,Production Line 1,Mel,Morning,Resistor,FX-022,2025-W32,Medium
Model 595532-132,03,no property assembled,Production Line 3,Geofrey,Night,Capacitor,FX-038,2025-W02,Low
Model 595204-792,04,billboarding,Final Assembly Line,Mel,Morning,Diode,FX-003,2025-W26,High
Model 595214-125,03,excessive solder,Final Assembly Line,Jerome,Night,Connector,FX-019,2025-W11,Medium
Model 595130-195,03,component misalignment,Production Line 2,Sloane,Morning,Resistor,FX-004,2025-W23,Low
Model 595532-132,05,no property assembled,Final Assembly Line,Darci,Morning,Transistor,FX-039,2025-W39,Medium
Model 595532-132,04,pin damaged,QA Inspection Station,Alaine,Afternoon,Diode,FX-014,2025-W01,High
Model 595130-195,05,missing component,Production Line 2,Xiang Liang,Night,Diode,FX-009,2025-W09,Medium
Model 595214-125,05,solder bridge,Final Assembly Line,Xiang Liang,Morning,Transistor,FX-002,2025-W02,High
Model 595859-381,05,long terminals,Final Assembly Line,Jerome,Morning,Resistor,FX-038,2025-W27,Low
Model 595130-195,05,missing component,Production Line 2,Xiang Liang,Night,Transistor,FX-040,2025-W15,High
Model 595242-854,02,solder bridge,Production Line 3,Tristian,Night,Connector,FX-007,2025-W25,Low
Model 595130-195,01,missing/unknown,Production Line 2,Zoya,Night,Diode,FX-044,2025-W37,Low
Model 595214-125,05,excessive solder,Production Line 3,Geofrey,Morning,Diode,FX-015,2025-W20,High
Model 595532-132,01,damaged/ lifted pad,QA Inspection Station,Tristian,Afternoon,Transistor,FX-048,2025-W39,High
Model 595130-195,01,missing/unknown,QA Inspection Station,Alaine,Morning,Diode,FX-015,2025-W25,Medium
Model 595130-195,01,long terminals,Production Line 2,Tristian,Morning,Connector,FX-050,2025-W49,High
Model 595242-854,05,solder bridge,Final Assembly Line,Jerome,Night,Transistor,FX-014,2025-W20,Medium
Model 595130-195,05,no property assembled,QA Inspection Station,Xiang Liang,Morning,Transistor,FX-004,2025-W52,High
Model 595130-195,03,no property assembled,Production Line 1,Leena,Morning,Connector,FX-028,2025-W41,Medium
Model 595204-792,04,component misalignment,Unknown,Mel,Morning,Diode,FX-041,2025-W16,Low
Model 595214-125,03,solder bridge,Production Line 2,Mel,Afternoon,Transistor,FX-012,2025-W37,Medium
Model 595130-195,03,missing/unknown,QA Inspection Station,Tristian,Night,Transistor,FX-022,2025-W31,High
Model 595130-195,03,no property assembled,Final Assembly Line,Sloane,Night,Connector,FX-006,2025-W10,Low
Model 595323-328,02,pin damaged,Production Line 2,Xiang Liang,Night,Capacitor,FX-044,2025-W33,Low
Model 595214-125,02,excessive solder,Production Line 3,Leena,Morning,Transistor,FX-018,2025-W48,High
Model 595130-195,05,no property assembled,Production Line 1,Zoya,Morning,Resistor,FX-025,2025-W32,Medium
Model 595130-195,01,no property assembled,QA Inspection Station,Darci,Afternoon,Resistor,FX-050,2025-W26,High
Model 595130-195,01,missing/unknown,Production Line 1,Xiang Liang,Night,Resistor,FX-042,2025-W29,Medium
Model 595532-132,03,no property assembled,QA Inspection Station,Leena,Afternoon,Diode,FX-005,2025-W03,Low
Model 595130-195,05,no property assembled,Final Assembly Line,Mel,Afternoon,Resistor,FX-032,2025-W51,Medium
Model 595242-854,03,component broken,Production Line 3,Sloane,Morning,Transistor,FX-018,2025-W01,Low
Model 595532-132,01,damaged/ lifted pad,QA Inspection Station,Leena,Night,Resistor,FX-023,2025-W42,High
Model 595242-854,01,solder bridge,Final Assembly Line,Leena,Night,Connector,FX-037,2025-W42,Low
Model 595214-125,01,component height/titled,QA Inspection Station,Alaine,Morning,Diode,FX-029,2025-W48,Low
Model 595130-195,02,lifted component,Final Assembly Line,Alaine,Night,Transistor,FX-012,2025-W26,Low
Model 595214-125,05,excessive solder,QA Inspection Station,Leena,Night,Diode,FX-016,2025-W35,High
Model 595532-132,01,insufficient solder,Production Line 1,Daysha,Morning,Connector,FX-047,2025-W07,Low
Model 595214-125,03,excessive solder,Final Assembly Line,Alaine,Morning,Connector,FX-033,2025-W43,High
Model 595242-854,02,long terminals,Production Line 2,Tristian,Night,Resistor,FX-030,2025-W05,High
Model 595859-381,04,reversed component,Final Assembly Line,Leena,Afternoon,Capacitor,FX-019,2025-W03,High
Model 595532-132,04,insufficient solder,Unknown,Darci,Afternoon,Connector,FX-008,2025-W43,Low
Model 595859-381,03,missing/unknown,Final Assembly Line,Daysha,Afternoon,Diode,FX-045,2025-W33,Low
Model 595242-854,01,component broken,Production Line 1,Geofrey,Morning,Transistor,FX-003,2025-W43,Medium
Model 595214-125,04,excessive solder,Production Line 3,Davonte,Afternoon,Diode,FX-046,2025-W45,Medium
Model 595130-195,01,bad modules,QA Inspection Station,Geofrey,Night,Resistor,FX-035,2025-W17,Low
Model 595130-195,02,missing/unknown,Production Line 3,Alaine,Morning,Diode,FX-001,2025-W18,Medium
Model 595130-195,01,no property assembled,Unknown,Mel,Night,Diode,FX-023,2025-W51,High
Model 595532-132,02,long terminals,Final Assembly Line,Xiang Liang,Night,Resistor,FX-030,2025-W30,High
Model 595214-125,01,component height/titled,Production Line 1,Davonte,Afternoon,Capacitor,FX-028,2025-W14,Low
Model 595242-854,05,solder bridge,Production Line 2,Jerome,Afternoon,Connector,FX-019,2025-W14,Medium
Model 595859-381,01,damaged/ lifted pad,Production Line 3,Darci,Night,Capacitor,FX-002,2025-W39,High
Model 595242-854,02,lifted component,QA Inspection Station,Zoya,Morning,Connector,FX-026,2025-W27,Medium
Model 595130-195,02,no property assembled,Production Line 2,Geofrey,Morning,Diode,FX-014,2025-W29,Low
Model 595130-195,04,component misalignment,QA Inspection Station,Xiang Liang,Afternoon,Diode,FX-001,2025-W21,Medium
Model 595130-195,05,missing/unknown,Production Line 1,Xiang Liang,Morning,Connector,FX-016,2025-W51,Low
Model 595214-125,01,pin hole,Production Line 2,Leena,Night,Diode,FX-020,2025-W21,Low
Model 595532-132,02,long terminals,QA Inspection Station,Alaine,Morning,Connector,FX-032,2025-W07,Medium
Model 595859-381,04,pin damaged,Production Line 3,Alaine,Morning,Capacitor,FX-031,2025-W32,Medium
Model 595204-792,03,pin damaged,QA Inspection Station,Zoya,Night,Capacitor,FX-004,2025-W21,Low
Model 595242-854,03,pin hole,Production Line 2,Sloane,Night,Resistor,FX-020,2025-W43,Medium
Model 595214-125,05,component height/titled,Production Line 2,Xiang Liang,Night,Diode,FX-048,2025-W05,Medium
Model 595130-195,02,component misalignment,Production Line 3,Mel,Morning,Capacitor,FX-050,2025-W23,Low
Model 595214-125,05,bad modules,Production Line 2,Geofrey,Morning,Resistor,FX-039,2025-W02,Low
Model 595214-125,04,solder bridge,Production Line 3,Tristian,Night,Capacitor,FX-021,2025-W25,High
Model 595130-195,01,no property assembled,Production Line 1,Xiang Liang,Morning,Transistor,FX-036,2025-W34,Low
Model 595323-328,04,damaged/ lifted pad,QA Inspection Station,Daysha,Afternoon,Capacitor,FX-049,2025-W45,Medium
Model 595323-328,03,component broken,QA Inspection Station,Tristian,Morning,Connector,FX-039,2025-W18,Medium
Model 595242-854,04,insufficient solder,Production Line 3,Darci,Afternoon,Connector,FX-006,2025-W13,Medium
Model 595130-195,01,component misalignment,QA Inspection Station,Leena,Morning,Diode,FX-048,2025-W52,High
Model 595532-132,05,damaged/ lifted pad,Unknown,Mel,Night,Transistor,FX-025,2025-W33,Low
Model 595204-792,02,pin damaged,Final Assembly Line,Alaine,Afternoon,Resistor,FX-008,2025-W25,Low
Model 595214-125,03,solder bridge,Production Line 2,Alaine,Morning,Resistor,FX-031,2025-W51,High
Model 595859-381,01,missing/unknown,QA Inspection Station,Mel,Night,Connector,FX-013,2025-W15,Low
Model 595242-854,01,solder bridge,Production Line 1,Xiang Liang,Night,Transistor,FX-011,2025-W07,Low
Model 595323-328,05,long terminals,QA Inspection Station,Xiang Liang,Night,Connector,FX-032,2025-W36,High
Model 595859-381,01,damaged/ lifted pad,Production Line 1,Darci,Morning,Resistor,FX-001,2025-W14,Medium
Model 595130-195,03,insufficient solder,Final Assembly Line,Tristian,Night,Connector,FX-045,2025-W41,Low
Model 595130-195,04,missing component,Production Line 3,Darci,Afternoon,Transistor,FX-048,2025-W40,Low
Model 595214-125,04,solder bridge,Final Assembly Line,Alaine,Morning,Capacitor,FX-039,2025-W19,High
Model 595214-125,03,excessive solder,Final Assembly Line,Geofrey,Morning,Transistor,FX-019,2025-W32,Medium
Model 595859-381,03,damaged component,QA Inspection Station,Tristian,Morning,Resistor,FX-029,2025-W18,High
Model 595323-328,03,missing/unknown,Production Line 2,Davonte,Morning,Capacitor,FX-042,2025-W11,High
Model 595130-195,02,missing/unknown,QA Inspection Station,Darci,Night,Connector,FX-044,2025-W33,Low
Model 595130-195,03,reversed component,Production Line 2,Jerome,Night,Diode,FX-048,2025-W35,Medium
Model 595130-195,03,component misalignment,QA Inspection Station,Leena,Morning,Capacitor,FX-035,2025-W24,High
Model 595242-854,05,pin hole,QA Inspection Station,Zoya,Afternoon,Transistor,FX-004,2025-W38,High
Model 595859-381,01,wrong component,Production Line 1,Zoya,Morning,Transistor,FX-006,2025-W42,Low
Model 595532-132,03,no property assembled,Final Assembly Line,Geofrey,Night,Resistor,FX-009,2025-W44,High
Model 595859-381,04,damaged/ lifted pad,Production Line 2,Darci,Night,Capacitor,FX-012,2025-W20,Medium
Model 595214-125,03,excessive solder,Unknown,Geofrey,Morning,Diode,FX-041,2025-W28,High
Model 595859-381,05,damaged component,Production Line 3,Davonte,Afternoon,Resistor,FX-025,2025-W34,Medium
Model 595242-854,05,pin damaged,Production Line 1,Alaine,Afternoon,Transistor,FX-044,2025-W51,High
Model 595242-854,03,component broken,Production Line 3,Xiang Liang,Afternoon,Capacitor,FX-034,2025-W31,High
Model 595532-132,03,long terminals,QA Inspection Station,Sloane,Night,Resistor,FX-023,2025-W33,Medium
Model 595204-792,04,solder void,QA Inspection Station,Alaine,Morning,Transistor,FX-037,2025-W24,Medium
Model 595859-381,02,wrong routing,Final Assembly Line,Daysha,Morning,Transistor,FX-005,2025-W30,Medium
Model 595130-195,03,pin damaged,Final Assembly Line,Zoya,Morning,Transistor,FX-039,2025-W49,Medium
Model 595214-125,04,reversed component,QA Inspection Station,Leena,Night,Diode,FX-014,2025-W05,Medium
Model 595214-125,01,reversed component,Production Line 2,Xiang Liang,Morning,Transistor,FX-034,2025-W42,High
Model 595859-381,01,wrong routing,Final Assembly Line,Sloane,Night,Resistor,FX-043,2025-W20,Medium
Model 595214-125,02,component height/titled,QA Inspection Station,Zoya,Night,Diode,FX-037,2025-W52,Low
Model 595130-195,01,no property assembled,Production Line 2,Alaine,Night,Connector,FX-016,2025-W50,High
